Gloomy,-1,1
Graceless,-1,1
Grand,-1,1
Greedy,-1,1
Grim,-1,1
Gullible,-1,1
Hateful,-1,1
Haughty,-1,1
Hedonistic,-1,1
Hesitant,-1,1
Hidebound,-1,1
High-handed,-1,1
Hostile,-1,1
Ignorant,-1,1
Imitative,-1,1
Impatient,-1,1
Impractical,-1,1
Imprudent,-1,1
Impulsive,-1,1
Inconsiderate,-1,1
Incurious,-1,1
Indecisive,-1,1
Indulgent,-1,1
Inert,-1,1
Inhibited,-1,1
Insecure,-1,1
Insensitive,-1,1
Insincere,-1,1
Insulting,-1,1
Intolerant,-1,1
Irascible,-1,1
Irrational,-1,1
Irresponsible,-1,1
Irritable,-1,1
Lazy,-1,1
Libidinous,-1,1
Loquacious,-1,1
Malicious,-1,1
Mannered,-1,1
Mannerless,-1,1
Mawkish,-1,1
Mealymouthed,-1,1
Mechanical,-1,1
Meddlesome,-1,1
Melancholic,-1,1
Meretricious,-1,1
Messy,-1,1
Miserable,-1,1
Miserly,-1,1
Misguided,-1,1
Mistaken,-1,1
Money-minded,-1,1
Monstrous,-1,1
Moody,-1,1
Morbid,-1,1
Muddle-headed,-1,1
Naive,-1,1
Narcissistic,-1,1
Narrow,-1,1
Narrow-minded,-1,1
Natty,-1,1
Negativistic,-1,1
Neglectful,-1,1
Neurotic,-1,1
Nihilistic,-1,1
Obnoxious,-1,1
Obsessive,-1,1
Obvious,-1,1
Odd,-1,1
Offhand,-1,1
One-dimensional,-1,1
One-sided,-1,1
Opinionated,-1,1
Opportunistic,-1,1
Oppressed,-1,1
Outrageous,-1,1
Overimaginative,-1,1
Paranoid,-1,1
Passive,-1,1
Pedantic,-1,1
Perverse,-1,1
Petty,-1,1
Pharissical,-1,1
Phlegmatic,-1,1
Plodding,-1,1
Pompous,-1,1
Possessive,-1,1
Power-hungry,-1,1
Predatory,-1,1
Prejudiced,-1,1
Presumptuous,-1,1
Pretentious,-1,1
Prim,-1,1
Procrastinating,-1,1
Profligate,-1,1
Provocative,-1,1
Pugnacious,-1,1
Puritanical,-1,1
Quirky,-1,1
Reactionary,-1,1
Reactive,-1,1
Regimental,-1,1
Regretful,-1,1
Repentant,-1,1
Repressed,-1,1
Resentful,-1,1
Ridiculous,-1,1
Rigid,-1,1
Ritualistic,-1,1
Rowdy,-1,1
Ruined,-1,1
Sadistic,-1,1
Sanctimonious,-1,1
Scheming,-1,1
Scornful,-1,1
Secretive,-1,1
Sedentary,-1,1
Selfish,-1,1
Self-indulgent,-1,1
Shallow,-1,1
Shortsighted,-1,1
Shy,-1,1
Silly,-1,1
Single-minded,-1,1
Sloppy,-1,1
Slow,-1,1
Sly,-1,1
Small-thinking,-1,1
Softheaded,-1,1
Sordid,-1,1
Steely,-1,1
Stiff,-1,1
Strong-willed,-1,1
Stupid,-1,1
Submissive,-1,1
Superficial,-1,1
Superstitious,-1,1
Suspicious,-1,1
Tactless,-1,1
Tasteless,-1,1
Tense,-1,1
Thievish,-1,1
Thoughtless,-1,1
Timid,-1,1
Transparent,-1,1
Treacherous,-1,1
Trendy,-1,1
Troublesome,-1,1
Unappreciative,-1,1
Uncaring,-1,1
Uncharitable,-1,1
Unconvincing,-1,1
Uncooperative,-1,1
Uncreative,-1,1
Uncritical,-1,1
Unctuous,-1,1
Undisciplined,-1,1
Unfriendly,-1,1
Ungrateful,-1,1
Unhealthy,-1,1
Unimaginative,-1,1
Unimpressive,-1,1
Unlovable,-1,1
Unpolished,-1,1
Unprincipled,-1,1
Unrealistic,-1,1
Unreflective,-1,1
Unreliable,-1,1
Unrestrained,-1,1
Unself-critical,-1,1
Unstable,-1,1
Vacuous,-1,1
Vague,-1,1
Venal,-1,1
Venomous,-1,1
Vindictive,-1,1
Vulnerable,-1,1
Weak,-1,1
Weak-willed,-1,1
Well-meaning,-1,1
Willful,-1,1
Wishful,-1,1
Zany,-1,1
Attractive,1,2
Unattractive,-1,2
Beautiful,1,2
Ugly,-1,2
Charming,1,2
Repulsive,-1,2
Cute,1,2
Hideous,-1,2
Elegant,1,2
Inelegant,-1,2
Glamorous,1,2
Dull,-1,2
Handsome,1,2
Unsophisticated,-1,2
Lovely,1,2
Awful,-1,2
Classy,1,2
Classless,-1,2
Comely,1,2
Uncomely,-1,2
Dapper,1,2
Dowdy,-1,2
Dashing,1,2
Awkward,-1,2
Debonair,1,2
Frumpy,-1,2
Exquisite,1,2
Fine-looking,1,2 
Bad-looking,-1,2  
Foxy,1,2
Good-looking,1,2
Gorgeous,1,2
Graceful,1,2
Ideal,1,2
Immaculate,1,2
Magnificent,1,2
Neat,1,2
Neat-looking,1,2
Nice-looking,1,2
Perfect,1,2
Imperfect,-1,2
Plain,-1,2
Pleasant,1,2
Polished,1,2
Radiant,1,2
Refined,1,2
Unrefined,-1,2
Sharp,1,2
Dull,-1,2
Sophisticated,1,2
Unsophisticated,-1,2
Stunning,1,2
Stylish,1,2
Superb,1,2
Symmetrical,1,2
Asymmetrical,-1,2
Tasteful,1,2
Trim,1,2
Well-groomed,1,2
Well-dressed,1,2
Large,1,3
Masculine,1,3
Muscular,1,3
Attractive,1,3
Petite,1,3
Feminine,1,3
Blonde,1,3
Polished,1,3
Rosy,1,3    
Brunette,1,3
Scarred,1,3
Short,1,3
Curvy,1,3
Small,1,3
Cute,1,3
Squat,1,3
Fat,1,3
Tall,1,3
Frizzy,1,3
Tattooed,1,3
Frumpy,1,3
Thick,1,3
Heavy,1,3
Thin,1,3
Tiny,1,3
Lanky,1,3
Wiry,1,3
Angry,1,3
Hot-headed,1,3
Arrogant,1,3
Ill-mannered,1,3
Calm,1,3
Introvert,1,3
Cruel,1,3
Mean,1,3
Dumb,1,3
Moody,1,3
Excited,1,3
Nasty,1,3
Friendly,1,3
Shy,1,3
Funny,1,3
Serious,1,3
Grumpy,1,3
Stupefied,1,3
Happy,1,3
Tiresome,1,3
Gay,1,4
Lesbian,1,4
Bisexual,1,4
Straight,1,4
Asexual,1,4
Aromantic,1,4
Transgender,1,4
Non-Binary,1,4
Family,1,5
Mother,1,5
Father,1,5
Parent,1,5
Son,1,5
Daughter,1,5
Child,1,5
Friend,1,5
Sibling,1,5
Spouse,1,5
Husband,1,5
Wife,1,5
Fiancee,1,5
Partner,1,5
Boyfriend,1,5
Girlfriend,1,5
Aunt,1,5
Uncle,1,5
Niece,1,5
Nephew,1,5
Grandmother,1,5
Grandfather,1,5
Grandchild,1,5
Grandson,1,5
Granddaughter,1,5
Mentor,1,5
Classmate,1,5
Teacher,1,5
Student,1,5
Ally,1,5
Accomplice,1,5
Enemy,1,5
Rival,1,5
Teammate,1,5
Roommate,1,5
